id_a,id_b,x,y,dtheta
1,3,1.1951305593114556,-0.04811450645233812,0.0
1,3,1.1945786793891573,-0.048044387335230296,0.0
1,3,1.1942679218923151,-0.04810342614600799,0.0
0,3,2.1665807417067566,0.12507455411686194,0.0
0,1,1.3174929751723914,0.4337404618861359,-0.10601669555666846
0,3,2.124161223421764,0.12174427949774637,0.0
0,1,1.3183643854843012,0.43488058766784193,-0.08641289518325419
0,3,2.1373757802204043,0.12346908732713209,0.0
1,3,1.1939023522994723,-0.04798547248158738,0.0
0,3,2.152192273291512,0.12126438497065754,0.0
2,3,2.120647545732188,-0.15070622068735065,0.0
2,1,1.2991882192269208,-0.5610228396933064,0.27028342790934595
2,3,2.1081609758306015,-0.1514578772258422,0.0
2,1,1.2894279779352271,-0.5586543557149048,0.2508617134527911
2,3,2.114177818408786,-0.15123671302535308,0.0
0,1,1.3142887384169726,0.43387984167546156,-0.07078358363354353
2,1,1.2888849276520296,-0.5589294151228135,0.23526868018997849
2,3,2.120647545732188,-0.15070622068735065,0.0
0,1,1.3174929751723914,0.4337404618861359,-0.10601669555666846
0,3,2.124161223421764,0.12174427949774637,0.0
0,3,2.152192273291512,0.12126438497065754,0.0
2,1,1.2998179717468743,-0.5625588523620793,0.24627063760978338
2,3,2.094994880050029,-0.15078560719717393,0.0
2,1,1.2909953815159796,-0.5595707401249215,0.2363785888398609
0,3,2.1317348527985773,0.11996479273499629,0.0
0,3,2.1257306585124294,0.1219278603039448,0.0
2,3,2.1308534807007606,-0.14982494941317998,0.0
2,1,1.2896174167304462,-0.5590505297098861,0.24036636352795523
2,3,2.1252001766039377,-0.1507962031265059,0.0
2,1,1.2896174167304462,-0.5590505297098861,0.24036636352795523
2,3,2.1252001766039377,-0.1507962031265059,0.0
2,1,1.3063496749829264,-0.5652955378159665,0.24810172943368847
2,3,2.1296841226185346,-0.14951009806553253,0.0
2,1,1.290656469681233,-0.5595822196668346,0.2267276387558198
2,3,2.135171395066348,-0.1514155147937793,0.0
1,3,1.195352122412821,-0.048157797055059355,0.0
1,3,1.1949229674495598,-0.04805927223105467,0.0
1,3,1.1951819443667397,-0.04802660287743516,0.0
1,3,1.1944310137598522,-0.048026149197507695,0.0
1,3,1.195087689087109,-0.048215020662364036,0.0
