id_a,id_b,timestamp,x0,x1,x2,x3,std_x0,std_x1,std_x2,std_x3,trace_P,cross_cov_norm,cc_0_1,cc_0_2,cc_0_3,cc_1_2,cc_1_3,cc_2_3,trace_P_before,eig_min_P,sym_err_P,phi_trace,correction_norm,residual_norm,residual
0,1,1787861867.964718,2.994764,0.200392,0.001075,-0.003317,0.411231,0.636158,0.328659,0.369789,0.818569,0.439030,0.066343,0.027496,0.084197,0.037592,0.121336,0.102066,0.819452,0.043603,0.000000,4.000000,0.005616,0.297484,-0.208136;0.149545;-0.151037
0,3,1787861868.061658,2.994821,0.004280,-0.005348,-0.112961,0.377844,0.597593,0.309128,0.349175,0.717367,0.436455,0.066220,0.028119,0.088803,0.037713,0.122098,0.093502,0.818569,0.043554,0.000000,4.000000,0.224773,0.900731,-0.086242;-0.896593
1,3,1787861868.161784,3.065868,-0.115006,0.044772,-0.060436,0.382252,0.610695,0.305569,0.348282,0.733738,0.433954,0.066106,0.028054,0.088236,0.037922,0.123717,0.089918,0.822375,0.042532,0.000000,4.000000,0.157904,0.701174,0.374806;-0.592593
2,1,1787861868.262325,3.063616,-0.096317,0.045193,-0.049923,0.382018,0.608916,0.305286,0.347386,0.730592,0.436277,0.064730,0.030282,0.087749,0.040284,0.123839,0.089392,0.733738,0.042334,0.000000,4.000000,0.021566,0.469054,-0.105824;-0.441173;-0.119076
2,3,1787861868.361701,3.034031,-0.267507,-0.019438,-0.077130,0.382512,0.616109,0.305502,0.349630,0.741478,0.441864,0.064331,0.030995,0.083506,0.040972,0.119210,0.102850,0.837897,0.041426,0.000000,4.000000,0.191071,0.923548,-0.178732;-0.906088
0,1,1787861868.462286,3.033574,-0.264140,-0.019492,-0.077569,0.382503,0.615539,0.305497,0.349620,0.740760,0.441606,0.064401,0.030963,0.083277,0.040963,0.119304,0.102698,0.741478,0.041425,0.000000,4.000000,0.003426,0.271277,-0.176293;-0.179076;-0.102194
0,3,1787861868.565564,3.026915,-0.467727,-0.005979,-0.102956,0.403141,0.634596,0.315921,0.354702,0.790854,0.440248,0.064159,0.031402,0.086795,0.040993,0.119478,0.097420,0.922598,0.043882,0.000000,4.000000,0.228314,0.806034,-0.100439;-0.799752
1,3,1787861868.665520,3.104148,-0.539472,0.045339,-0.027973,0.388855,0.621798,0.316145,0.357062,0.765282,0.436808,0.063912,0.031318,0.086447,0.041104,0.122436,0.091591,0.856680,0.046245,0.000000,4.000000,0.118112,0.518401,0.434516;-0.282728
2,3,1787861868.764697,3.040685,-0.674740,0.011091,-0.082472,0.360612,0.591692,0.306413,0.349520,0.696193,0.439266,0.063618,0.031726,0.083686,0.041500,0.119004,0.099732,0.765282,0.045759,0.000000,4.000000,0.162690,1.030125,-0.446002;-0.928569
0,1,1787861868.864358,3.040424,-0.674307,-0.000179,-0.000271,0.398934,0.632947,0.322303,0.363538,0.795809,0.441726,0.063683,0.031692,0.083589,0.041495,0.119098,0.102169,0.796494,0.044180,0.000000,4.000000,0.000601,0.298906,-0.240145;-0.092013;-0.152344
0,3,1787861868.964426,3.044498,-0.739580,0.002972,-0.031679,0.387050,0.615257,0.321270,0.360465,0.761499,0.439179,0.063436,0.032108,0.087636,0.041488,0.119310,0.095202,0.863157,0.046307,0.000000,4.000000,0.072729,0.287013,0.008547;-0.286885
1,3,1787861869.064776,3.117850,-0.715614,0.049611,-0.017498,0.360976,0.590368,0.308185,0.350814,0.696887,0.436175,0.063250,0.032114,0.087659,0.041573,0.121499,0.090079,0.761499,0.046180,0.000000,4.000000,0.091276,0.579099,0.542202;0.203402
0,1,1787861869.165273,3.117091,-0.720302,-0.000787,-0.000017,0.399591,0.631403,0.323977,0.364786,0.796372,0.438447,0.063312,0.032075,0.088170,0.041574,0.122072,0.091243,0.797254,0.044451,0.000000,4.000000,0.004814,0.351336,-0.295503;0.132250;-0.136473
0,3,1787861869.266409,3.114703,-0.693533,-0.002074,0.013161,0.390169,0.619097,0.323832,0.363439,0.772468,0.439471,0.063232,0.032307,0.092154,0.041628,0.122621,0.087529,0.864079,0.046459,0.000000,4.000000,0.029996,0.126394,-0.009552;0.126033
1,3,1787861869.362080,3.181167,-0.652641,0.039319,0.032798,0.364675,0.597000,0.310849,0.354443,0.711654,0.438916,0.063214,0.032324,0.091986,0.041728,0.124751,0.084913,0.772468,0.046314,0.000000,4.000000,0.090492,0.556431,0.493210;0.257603
0,1,1787861869.466123,3.180220,-0.657272,-0.000729,-0.000088,0.403847,0.638638,0.326507,0.368277,0.813186,0.441434,0.063271,0.032290,0.093018,0.041727,0.125711,0.085417,0.814139,0.044533,0.000000,4.000000,0.004784,0.240300,-0.171474;0.142288;-0.089974
0,3,1787861869.566779,3.170623,-0.653901,-0.007334,0.001819,0.374650,0.606295,0.310338,0.353179,0.729001,0.441998,0.063274,0.032420,0.095893,0.041766,0.125582,0.083063,0.813186,0.044462,0.000000,4.000000,0.012277,0.067088,-0.063287;0.022261
1,3,1787861869.665951,3.241121,-0.597966,0.037949,0.023276,0.391314,0.632629,0.316016,0.361090,0.783599,0.445070,0.063300,0.032419,0.097020,0.041829,0.128184,0.082318,0.835456,0.042909,0.000000,4.000000,0.100402,0.645487,0.530702;0.367437
0,1,1787861869.765426,3.239813,-0.603728,0.037087,0.023012,0.391248,0.631883,0.315983,0.361083,0.782578,0.444747,0.063353,0.032388,0.096769,0.041827,0.128299,0.082111,0.783599,0.042909,0.000000,4.000000,0.005977,0.264830,-0.173843;0.183731;-0.078464
0,3,1787861869.862237,3.212054,-0.603527,0.018209,0.024203,0.366034,0.605128,0.301930,0.348513,0.712785,0.445329,0.063364,0.032451,0.098943,0.041815,0.127894,0.080861,0.782578,0.042845,0.000000,4.000000,0.033592,0.202786,-0.200753;0.028643
1,3,1787861869.965659,3.278874,-0.548207,0.038890,0.025081,0.396450,0.647062,0.318958,0.365190,0.810959,0.447549,0.063386,0.032400,0.099933,0.041826,0.129704,0.080300,0.885337,0.044253,0.000000,4.000000,0.098319,0.508132,0.416196;0.291511
0,1,1787861870.065315,3.276280,-0.558778,0.037498,0.024236,0.396343,0.646093,0.318921,0.365176,0.809588,0.447175,0.063439,0.032361,0.099615,0.041831,0.129889,0.080040,0.810959,0.044253,0.000000,4.000000,0.011005,0.380693,-0.218010;0.307033;-0.055943
0,3,1787861870.162404,3.240142,-0.523906,0.011322,0.043756,0.369610,0.614907,0.304626,0.351720,0.731226,0.447529,0.063450,0.032387,0.101660,0.041761,0.129136,0.079136,0.809588,0.044150,0.000000,4.000000,0.059901,0.341537,-0.257194;0.224719
1,3,1787861870.265581,3.299562,-0.501211,0.035282,0.007641,0.398620,0.654973,0.321052,0.367958,0.826355,0.448418,0.063460,0.032300,0.101662,0.041746,0.130718,0.078533,0.906282,0.045192,0.000000,4.000000,0.073136,0.372755,0.359225;0.099515
2,3,1787861870.364534,3.215656,-0.693275,-0.003677,-0.068001,0.366921,0.614476,0.308987,0.355896,0.734347,0.451485,0.062969,0.033465,0.096328,0.042455,0.127380,0.088889,0.826355,0.044664,0.000000,4.000000,0.226204,0.959351,-0.463408;-0.840004
0,1,1787861870.465713,3.212434,-0.705194,-0.001327,-0.000821,0.406471,0.656980,0.324739,0.369670,0.838953,0.454076,0.063019,0.033419,0.097222,0.042465,0.128392,0.089558,0.840409,0.043129,0.000000,4.000000,0.012445,0.460384,-0.288691;0.358283;-0.015628
0,3,1787861870.565381,3.190798,-0.662831,-0.015766,0.020745,0.395988,0.638964,0.324086,0.366912,0.804737,0.454480,0.063056,0.033564,0.100768,0.042437,0.128065,0.086591,0.909164,0.045191,0.000000,4.000000,0.054237,0.242189,-0.140892;0.196989
1,3,1787861870.665766,3.254346,-0.632508,0.036972,0.010236,0.388693,0.635904,0.326290,0.371473,0.799914,0.453438,0.063134,0.033467,0.099434,0.042526,0.130193,0.084683,0.871466,0.046812,0.000000,4.000000,0.080184,0.437008,0.402236;0.170827
0,1,1787861870.765182,3.251075,-0.644476,0.035735,0.009209,0.388549,0.634879,0.326267,0.371464,0.798478,0.453018,0.063182,0.033426,0.099117,0.042534,0.130362,0.084396,0.799914,0.046810,0.000000,4.000000,0.012510,0.522385,-0.354367;0.382265;0.034413
0,3,1787861870.865368,3.204422,-0.632779,-0.028578,0.007345,0.403456,0.649468,0.328707,0.373039,0.831791,0.455163,0.063211,0.033492,0.102550,0.042474,0.130408,0.083027,0.915088,0.044600,0.000000,4.000000,0.056426,0.320050,-0.304998;0.096996
1,3,1787861870.965196,3.257213,-0.659806,0.034528,-0.015428,0.395107,0.644933,0.329457,0.376105,0.822044,0.453564,0.063283,0.033397,0.100619,0.042517,0.132198,0.081549,0.901262,0.046290,0.000000,4.000000,0.070339,0.382476,0.361530;-0.124836
0,1,1787861871.066306,3.253738,-0.672275,0.033428,-0.016395,0.394932,0.643728,0.329437,0.376095,0.820333,0.453057,0.063331,0.033350,0.100251,0.042530,0.132382,0.081214,0.822044,0.046286,0.000000,4.000000,0.013026,0.508995,-0.350678;0.367061;0.036986
0,3,1787861871.165616,3.228062,-0.585650,-0.019279,0.041061,0.409592,0.656380,0.330917,0.376153,0.849598,0.454941,0.063370,0.033384,0.103423,0.042471,0.132139,0.080154,0.941284,0.044210,0.000000,4.000000,0.101098,0.457237,-0.174684;0.422553
1,3,1787861871.264975,3.275816,-0.635571,0.015998,0.013419,0.379559,0.628749,0.315119,0.365033,0.771940,0.452234,0.063420,0.033307,0.100633,0.042480,0.133128,0.079266,0.849598,0.044029,0.000000,4.000000,0.082347,0.449759,0.364609;-0.263332
2,3,1787861871.365419,3.222422,-0.802877,-0.022287,-0.065315,0.393825,0.641797,0.321449,0.369278,0.806697,0.455556,0.062994,0.034273,0.097521,0.043178,0.130631,0.086959,0.884930,0.042026,0.000000,4.000000,0.188692,0.868934,-0.330128;-0.803780
0,1,1787861871.465194,3.219291,-0.813730,-0.023086,-0.065889,0.393663,0.640700,0.321437,0.369273,0.805151,0.455040,0.063039,0.034227,0.097184,0.043188,0.130766,0.086635,0.806697,0.042021,0.000000,4.000000,0.011339,0.538671,-0.385386;0.367998;0.078878
0,3,1787861871.561706,3.186612,-0.703575,-0.051982,-0.008130,0.368344,0.608398,0.307108,0.354764,0.725997,0.454257,0.063082,0.034324,0.099257,0.043171,0.129956,0.084467,0.805151,0.041903,0.000000,4.000000,0.131807,0.637694,-0.293579;0.566097
1,3,1787861871.866319,3.260094,-0.692923,0.042620,0.002132,0.439774,0.691515,0.334315,0.379179,0.927138,0.452954,0.063080,0.034245,0.099396,0.043132,0.129831,0.083269,1.039083,0.042273,0.000000,4.000000,0.085639,0.381537,0.375465;0.067798
0,3,1787861871.966784,3.234859,-0.608609,0.020956,0.044034,0.399575,0.637180,0.313493,0.357536,0.791768,0.452352,0.063112,0.034293,0.101804,0.043078,0.128708,0.081357,0.927138,0.042095,0.000000,4.000000,0.099854,0.388462,-0.186135;0.340964
1,3,1787861872.464320,3.343201,-0.506069,0.060335,0.044456,0.448544,0.692973,0.326001,0.367810,0.922965,0.445066,0.063047,0.034201,0.099606,0.043010,0.125439,0.079762,1.127534,0.044510,0.000000,4.000000,0.166940,0.497933,0.366090;0.337513
2,3,1787861872.562688,3.317649,-0.622230,0.052137,-0.001317,0.401771,0.634876,0.308709,0.350703,0.782781,0.448510,0.062709,0.034921,0.094638,0.043372,0.123587,0.089283,0.922965,0.044059,0.000000,4.000000,0.127705,0.420461,-0.108235;-0.406291
0,3,1787861872.661725,3.271590,-0.589275,-0.029297,0.018151,0.400372,0.632323,0.304560,0.346237,0.772767,0.449002,0.062696,0.035020,0.096983,0.043386,0.124214,0.086702,0.893413,0.043299,0.000000,4.000000,0.066296,0.309530,-0.258301;0.170556
1,3,1787861872.765253,3.336844,-0.588232,0.033929,-0.003082,0.408337,0.650614,0.308994,0.354180,0.810958,0.448918,0.062757,0.034948,0.095859,0.043506,0.126829,0.085020,0.881869,0.042519,0.000000,4.000000,0.073619,0.397663,0.394045;0.053519
2,3,1787861873.265543,3.372054,-0.690877,0.020013,-0.043649,0.465362,0.704647,0.333723,0.372092,0.962912,0.451436,0.062580,0.035339,0.092703,0.043782,0.124885,0.092147,1.150341,0.043668,0.000000,4.000000,0.118665,0.377124,0.145644;-0.347865
0,3,1787861873.364922,3.314217,-0.525300,-0.023967,0.033066,0.414069,0.643466,0.310032,0.350019,0.804134,0.453045,0.062567,0.035527,0.097166,0.043833,0.125700,0.088253,0.962912,0.043447,0.000000,4.000000,0.196418,0.711543,-0.375649;0.604302
1,3,1787861873.465403,3.398321,-0.497573,0.042338,0.006113,0.418267,0.659762,0.312043,0.356766,0.834886,0.452345,0.062609,0.035448,0.095770,0.043947,0.128230,0.086340,0.918024,0.042771,0.000000,4.000000,0.098347,0.468863,0.431017;0.184545
2,3,1787861873.564748,3.406912,-0.559511,0.049593,-0.019906,0.383819,0.623601,0.299298,0.345640,0.745242,0.455071,0.062472,0.035821,0.093468,0.044217,0.126836,0.092257,0.834886,0.042424,0.000000,4.000000,0.068115,0.302684,0.048499;-0.298773
0,3,1787861873.665819,3.351940,-0.489442,-0.033559,0.032897,0.394178,0.640070,0.304361,0.351203,0.781045,0.455944,0.062457,0.035977,0.095795,0.044247,0.127063,0.090405,0.851093,0.041726,0.000000,4.000000,0.100697,0.583491,-0.412915;0.412266
2,1,1787861874.164747,3.351735,-0.492870,0.000471,0.000572,0.480455,0.731033,0.335584,0.378595,1.021197,0.458636,0.061729,0.037047,0.095530,0.045325,0.127906,0.091099,1.024171,0.041460,0.000000,4.000000,0.003513,0.350731,0.098352;-0.065576;-0.330211
0,3,1787861874.262924,3.283080,-0.464575,-0.041661,0.016973,0.422579,0.659195,0.308209,0.351814,0.831876,0.455962,0.061724,0.037131,0.097717,0.045320,0.126942,0.087129,1.021197,0.041300,0.000000,4.000000,0.086938,0.347123,-0.333519;0.096229
1,3,1787861874.365070,3.393969,-0.541815,0.062680,-0.038699,0.434040,0.681072,0.317435,0.362636,0.884519,0.450329,0.061726,0.037032,0.095020,0.045351,0.126775,0.084424,1.028465,0.044698,0.000000,4.000000,0.153911,0.630459,0.606075;-0.173641
2,1,1787861874.464666,3.392497,-0.551004,0.062659,-0.038688,0.433974,0.679253,0.317422,0.362630,0.881975,0.451102,0.061144,0.038005,0.094303,0.046289,0.127103,0.084258,0.884519,0.044695,0.000000,4.000000,0.009307,0.218543,0.064212;0.207839;0.020996
0,3,1787861874.565362,3.304854,-0.525753,-0.046286,0.013285,0.432741,0.675911,0.316309,0.360298,0.873987,0.452225,0.061152,0.038045,0.096872,0.046288,0.127009,0.082858,1.008047,0.044049,0.000000,4.000000,0.103140,0.466457,-0.460369;0.075117
1,3,1787861875.162799,3.443626,-0.622297,0.077216,-0.048263,0.464573,0.712309,0.324052,0.364792,0.961294,0.443525,0.061101,0.038014,0.094107,0.046305,0.122966,0.081032,1.234612,0.046568,0.000000,4.000000,0.192015,0.576064,0.566340;-0.105397
2,1,1787861875.262572,3.438712,-0.642231,0.076099,-0.048985,0.464387,0.710431,0.324011,0.364776,0.958411,0.444143,0.060634,0.038883,0.093366,0.047126,0.123265,0.080869,0.961294,0.046563,0.000000,4.000000,0.020573,0.571470,0.167153;0.493793;0.234108
0,3,1787861875.366068,3.310986,-0.630756,-0.065153,0.007760,0.461687,0.695247,0.326905,0.362784,0.935003,0.447555,0.060614,0.038881,0.096303,0.047102,0.124401,0.080253,1.176900,0.049382,0.000000,4.000000,0.144051,0.488626,-0.488042;-0.023884
1,3,1787861875.465154,3.422498,-0.639149,-0.006785,0.000308,0.413042,0.647967,0.308994,0.350349,0.808688,0.448079,0.060680,0.038856,0.093985,0.047104,0.127626,0.079829,0.935003,0.049072,0.000000,4.000000,0.126363,0.547505,0.520168;0.170843
2,1,1787861875.565684,3.419077,-0.654954,-0.000399,0.000139,0.451676,0.688119,0.324737,0.364318,0.915701,0.448415,0.060297,0.039646,0.093418,0.047823,0.127832,0.079399,0.918292,0.048048,0.000000,4.000000,0.016176,0.459397,0.136578;0.428874;0.091976
