id_a,id_b,timestamp,x0,x1,x2,std_x0,std_x1,std_x2,trace_P,cross_cov_norm,trace_P_before,eig_min_P,sym_err_P,phi_trace,correction_norm,residual_norm,residual
1,3,1787690744.291732,-0.250499,-0.488919,0.012881,0.229602,0.236787,0.187300,0.143867,0.340844,0.143867,0.025250,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,3,1787690744.391264,-0.250499,-0.488919,0.012881,0.229602,0.236787,0.187300,0.143867,0.340844,0.143867,0.025250,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690744.490652,-0.250499,-0.488919,0.012881,0.229690,0.236787,0.187407,0.143947,0.340844,0.143947,0.025283,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690745.093223,-0.217753,-0.481883,-0.070727,0.228129,0.232600,0.185751,0.140649,0.347329,0.143056,0.025476,0.000000,3.000000,0.016976,0.642977,-0.077311;-0.208981;-0.603133
0,3,1787690745.188835,-0.217762,-0.481883,-0.070604,0.228130,0.232601,0.185753,0.140651,0.347328,0.140651,0.025476,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690745.290594,-0.217762,-0.481883,-0.070604,0.228163,0.232601,0.185793,0.140681,0.347328,0.140681,0.025489,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690745.391065,-0.220981,-0.475714,-0.074216,0.226853,0.230929,0.184264,0.138743,0.351162,0.140681,0.025111,0.000000,3.000000,0.007840,0.250436,-0.095012;0.119657;-0.198426
0,3,1787690745.490762,-0.220981,-0.475714,-0.074216,0.226941,0.230929,0.184372,0.138823,0.351162,0.138823,0.025146,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690745.990983,-0.220906,-0.475720,-0.074451,0.227072,0.230925,0.184534,0.138941,0.351164,0.138941,0.025199,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690746.090505,-0.191678,-0.478488,-0.115223,0.227246,0.229293,0.184607,0.138296,0.351942,0.138296,0.025690,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690746.191127,-0.192732,-0.471531,-0.116023,0.226224,0.227892,0.183328,0.136721,0.354861,0.138296,0.025385,0.000000,3.000000,0.007082,0.398829,0.024947;0.398017;-0.004956
0,3,1787690746.291355,-0.192732,-0.471531,-0.116023,0.226310,0.227893,0.183435,0.136800,0.354861,0.136800,0.025419,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690746.391652,-0.192732,-0.471531,-0.116023,0.226310,0.227893,0.183435,0.136800,0.354861,0.136800,0.025419,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690746.491655,-0.194393,-0.463212,-0.120222,0.225565,0.226655,0.182436,0.135535,0.357217,0.136880,0.025219,0.000000,3.000000,0.009466,0.374862,-0.004509;0.330897;-0.176093
1,3,1787690747.092024,-0.164435,-0.466459,-0.089347,0.225831,0.225188,0.182592,0.135049,0.358075,0.135049,0.025702,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690747.191740,-0.166914,-0.458184,-0.091168,0.225224,0.224132,0.181740,0.133990,0.360042,0.135129,0.025535,0.000000,3.000000,0.008828,0.572182,-0.027928;0.571343;-0.013401
0,3,1787690747.290831,-0.163864,-0.458456,-0.086874,0.225260,0.223994,0.181771,0.133956,0.360132,0.133956,0.025588,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690747.391224,-0.159925,-0.458794,-0.084304,0.225276,0.223816,0.181773,0.133885,0.360248,0.133885,0.025644,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690747.491712,-0.163221,-0.452759,-0.081759,0.224736,0.222867,0.180988,0.132932,0.361932,0.133937,0.025499,0.000000,3.000000,0.007332,0.924465,-0.071846;0.859729;0.332175
2,3,1787690747.591418,-0.152968,-0.453476,-0.058061,0.224777,0.222429,0.180999,0.132760,0.362235,0.132760,0.025643,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690747.693235,-0.152968,-0.453476,-0.058061,0.224814,0.222429,0.181046,0.132793,0.362235,0.132793,0.025658,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690747.790700,-0.152968,-0.453476,-0.058061,0.224814,0.222429,0.181046,0.132793,0.362235,0.132793,0.025658,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690747.891708,-0.135714,-0.450049,-0.005450,0.224369,0.220722,0.180361,0.131590,0.364353,0.132466,0.025831,0.000000,3.000000,0.007874,1.091985,-0.194283;0.948433;0.505134
2,3,1787690747.991329,-0.135714,-0.450049,-0.005450,0.224417,0.220722,0.180420,0.131633,0.364353,0.131633,0.025851,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690748.091221,-0.132660,-0.450056,0.001096,0.224419,0.220606,0.180422,0.131583,0.364445,0.131583,0.025893,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690748.191254,-0.108505,-0.449439,0.048120,0.224423,0.219742,0.180461,0.131219,0.365182,0.131219,0.026242,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690748.391119,-0.093714,-0.447523,0.092018,0.223954,0.218482,0.179865,0.130241,0.366994,0.131007,0.026358,0.000000,3.000000,0.007529,1.143341,-0.094045;0.899435;0.699572
2,3,1787690748.491174,-0.078957,-0.445930,0.123524,0.223895,0.218045,0.179880,0.130030,0.367455,0.130030,0.026568,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690748.589095,-0.070972,-0.444882,0.137362,0.223859,0.217822,0.179893,0.129921,0.367707,0.129921,0.026685,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690748.690986,-0.070866,-0.444867,0.138095,0.223862,0.217819,0.179897,0.129922,0.367710,0.129922,0.026687,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,0,1787690748.991158,-0.028854,-0.455025,0.169714,0.222051,0.214306,0.178409,0.127063,0.369899,0.130020,0.026371,0.000000,3.000000,0.053142,1.805905,1.339961;0.275815;1.178865
2,1,1787690749.091729,-0.031854,-0.452087,0.169965,0.221739,0.213862,0.177848,0.126535,0.370874,0.127063,0.026246,0.000000,3.000000,0.004206,0.841362,-0.158783;0.762652;0.317868
2,3,1787690749.191271,-0.031854,-0.452087,0.169965,0.221826,0.213865,0.177961,0.126615,0.370874,0.126615,0.026282,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690749.291349,-0.031854,-0.452087,0.169965,0.221826,0.213865,0.177961,0.126615,0.370874,0.126615,0.026282,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,0,1787690749.391441,-0.003684,-0.454460,0.180996,0.220456,0.211247,0.176749,0.124467,0.372737,0.126695,0.025996,0.000000,3.000000,0.030346,1.187322,1.055109;0.294229;0.458157
2,1,1787690749.491555,-0.007142,-0.455726,0.183781,0.220230,0.210939,0.176262,0.124065,0.373462,0.124467,0.025888,0.000000,3.000000,0.004617,0.830056,-0.248990;0.585566;0.533019
2,3,1787690749.592177,-0.004562,-0.455248,0.182608,0.220298,0.210885,0.176377,0.124112,0.373536,0.124112,0.025960,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690749.691213,-0.004562,-0.455248,0.182608,0.220298,0.210885,0.176377,0.124112,0.373536,0.124112,0.025960,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,0,1787690749.790989,0.033737,-0.455865,0.189094,0.219044,0.208548,0.175304,0.122204,0.375510,0.123951,0.025863,0.000000,3.000000,0.026284,1.174170,0.981654;0.270598;0.584643
2,1,1787690749.891910,0.059128,-0.451272,0.139764,0.218709,0.207883,0.174901,0.121639,0.376917,0.121953,0.026082,0.000000,3.000000,0.002603,0.476760,-0.213316;0.363079;0.223539
2,3,1787690749.991042,0.065903,-0.450364,0.126612,0.218673,0.207792,0.174905,0.121587,0.377134,0.121587,0.026147,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690750.090653,0.065903,-0.450364,0.126612,0.218713,0.207792,0.174956,0.121623,0.377134,0.121623,0.026164,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690750.191543,0.065903,-0.450364,0.126612,0.218735,0.207793,0.174985,0.121643,0.377134,0.121643,0.026174,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690750.291392,0.064142,-0.448777,0.124346,0.218580,0.207606,0.174560,0.121349,0.377638,0.121643,0.026069,0.000000,3.000000,0.003279,0.347257,-0.132496;0.320194;-0.022538
2,3,1787690750.391284,0.089731,-0.446316,0.067359,0.218549,0.207334,0.174653,0.121255,0.378495,0.121255,0.026296,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690750.491262,0.089731,-0.446316,0.067359,0.218581,0.207334,0.174694,0.121283,0.378495,0.121283,0.026310,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690750.592273,0.107145,-0.445440,0.033205,0.218577,0.207204,0.174735,0.121242,0.379111,0.121242,0.026419,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690750.691649,0.105865,-0.444277,0.031579,0.218432,0.207047,0.174330,0.120972,0.379564,0.121242,0.026309,0.000000,3.000000,0.002374,0.209832,-0.123608;0.153099;-0.072878
2,3,1787690750.791346,0.133120,-0.444189,-0.024301,0.218485,0.206944,0.174400,0.120977,0.380580,0.120977,0.026409,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690750.891186,0.133120,-0.444189,-0.024301,0.218485,0.206944,0.174400,0.120977,0.380580,0.120977,0.026409,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690750.991260,0.133120,-0.444189,-0.024301,0.218565,0.206944,0.174500,0.121047,0.380580,0.121047,0.026444,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690751.091288,0.132187,-0.441180,-0.028444,0.218433,0.206806,0.174118,0.120799,0.380987,0.121047,0.026334,0.000000,3.000000,0.005205,0.432370,-0.097832;0.037360;-0.419496
2,3,1787690751.191715,0.132187,-0.441180,-0.028444,0.218524,0.206806,0.174232,0.120879,0.380987,0.120879,0.026374,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690751.291016,0.132187,-0.441180,-0.028444,0.218524,0.206806,0.174232,0.120879,0.380987,0.120879,0.026374,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690751.391574,0.132187,-0.441180,-0.028444,0.218616,0.206806,0.174347,0.120959,0.380987,0.120959,0.026414,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690751.491216,0.137627,-0.441684,-0.037797,0.218506,0.206671,0.173990,0.120730,0.381568,0.120963,0.026315,0.000000,3.000000,0.000962,0.239275,-0.070519;-0.221269;-0.057614
2,3,1787690751.591073,0.137627,-0.441684,-0.037797,0.218567,0.206671,0.174067,0.120784,0.381568,0.120784,0.026341,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690751.690766,0.138926,-0.441733,-0.037309,0.218585,0.206671,0.174086,0.120798,0.381618,0.120798,0.026348,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690751.891186,0.138926,-0.441733,-0.037309,0.218617,0.206671,0.174126,0.120826,0.381618,0.120826,0.026362,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690751.990810,0.137794,-0.436205,-0.043120,0.218584,0.206549,0.173871,0.120673,0.381955,0.120893,0.026294,0.000000,3.000000,0.008100,1.576417,-0.314512;-0.879503;-1.269901
2,3,1787690752.089450,0.137794,-0.436205,-0.043120,0.218584,0.206549,0.173871,0.120673,0.381955,0.120673,0.026294,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
0,3,1787690752.191313,0.137794,-0.436205,-0.043120,0.218675,0.206549,0.173986,0.120753,0.381955,0.120753,0.026334,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690752.291852,0.136760,-0.430937,-0.048678,0.218580,0.206432,0.173646,0.120545,0.382268,0.120753,0.026235,0.000000,3.000000,0.007727,1.493072,-0.306395;-0.808649;-1.217157
0,3,1787690756.491493,0.257054,-0.450587,-0.253649,0.220838,0.207539,0.175320,0.122579,0.799178,0.122721,0.026025,0.000000,3.000000,0.002259,0.414874,0.400719;0.107444
1,3,1787690756.591009,1.515894,3.631811,6.389910,0.106646,0.579468,1.004618,-1.333666,83.843811,0.122608,-1.405664,0.000000,3.000000,7.899865,6.743148,-2.061796;6.420206
0,3,1787690756.691048,1.515894,3.631811,6.389910,0.106756,0.579468,1.004606,-1.333619,83.843811,-1.333619,-1.405645,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690756.891540,1.515894,3.631811,6.389910,0.106941,0.579467,1.004586,-1.333539,83.843811,-1.333539,-1.405615,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690756.991590,1.531179,3.633244,6.363222,0.109083,0.595844,1.004583,-1.352318,84.014403,-1.352318,-1.423959,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690757.790709,1.545229,3.634163,6.333494,0.110974,0.610851,1.004520,-1.369885,84.175329,-1.369885,-1.441277,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690757.990674,1.553577,3.634512,6.316446,0.111573,0.619748,1.004509,-1.380677,84.272813,-1.380677,-1.451857,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690758.190785,1.553577,3.634512,6.316446,0.111752,0.619748,1.004489,-1.380597,84.272813,-1.380597,-1.451828,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690758.290978,7.034109,21.087163,34.157155,0.129016,0.830534,1.333259,-2.484012,107.188371,-1.380577,-2.554384,0.000000,3.000000,33.312705,32.823516,31.942476;-6.134884;-4.407338
1,3,1787690758.391209,7.034190,21.087129,34.157682,0.129081,0.830645,1.333257,-2.484208,107.190097,-2.484208,-2.554584,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690758.591594,7.034190,21.087129,34.157682,0.128957,0.830642,1.333243,-2.484132,107.190097,-2.484132,-2.554557,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690758.791320,7.019807,21.093005,34.177156,0.114335,0.810804,1.333239,-2.448001,106.886757,-2.448001,-2.518855,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690759.391249,7.018901,21.093366,34.179084,0.113042,0.809545,1.333204,-2.445575,106.867865,-2.445575,-2.516575,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690759.491067,6.998160,21.101044,34.226946,0.091227,0.780876,1.333198,-2.395507,106.443985,-2.395507,-2.467129,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690759.790839,6.991479,21.103317,34.232299,0.083789,0.771625,1.333186,-2.379812,106.310728,-2.379812,-2.451668,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690759.991874,6.991730,21.103233,34.233889,0.083861,0.771971,1.333172,-2.380318,106.315711,-2.380318,-2.452216,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690760.091540,6.991730,21.103233,34.233889,0.083793,0.771970,1.333167,-2.380293,106.315711,-2.380293,-2.452207,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690760.591457,6.990321,21.103704,34.234954,0.081772,0.770012,1.333137,-2.376860,106.287769,-2.376860,-2.448917,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690760.789197,6.983941,21.105797,34.246430,0.074225,0.761168,1.333127,-2.362115,106.162099,-2.362115,-2.434391,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690760.890769,6.983941,21.105797,34.246430,0.074163,0.761168,1.333123,-2.362095,106.162099,-2.362095,-2.434383,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.091856,6.963259,21.112014,34.281846,0.046338,0.732448,1.333117,-2.315828,105.764376,-2.315828,-2.388742,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.191431,6.954669,21.114398,34.291722,0.030002,0.720493,1.333116,-2.297207,105.603252,-2.297207,-2.370377,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.291832,6.954669,21.114398,34.291722,0.029663,0.720492,1.333108,-2.297164,105.603252,-2.297164,-2.370361,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.391932,6.954669,21.114398,34.291722,0.029505,0.720491,1.333104,-2.297144,105.603252,-2.297144,-2.370353,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.591397,6.954669,21.114398,34.291722,0.028868,0.720489,1.333089,-2.297064,105.603252,-2.297064,-2.370323,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.691883,6.942876,21.117458,34.315553,0.027198,0.704050,1.333086,-2.272065,105.386070,-2.272065,-2.345679,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690761.791326,6.932969,21.119839,34.325983,0.044084,0.690214,1.333083,-2.251562,105.207192,-2.251562,-2.325475,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690762.391639,6.902338,21.126171,34.380760,0.071218,0.647267,1.333065,-2.190944,104.674549,-2.190944,-2.265807,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.391121,6.831778,21.139640,34.320023,0.106344,0.547104,1.333004,-2.064914,103.547123,-2.064914,-2.141978,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.491192,6.831778,21.139640,34.320023,0.106344,0.547104,1.333004,-2.064914,103.547123,-2.064914,-2.141978,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.691638,6.831778,21.139640,34.320023,0.106514,0.547102,1.332990,-2.064838,103.547123,-2.064838,-2.141946,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.790901,6.831778,21.139640,34.320023,0.106691,0.547100,1.332975,-2.064758,103.547123,-2.064758,-2.141913,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.891320,6.831818,21.139630,34.320270,0.106679,0.547157,1.332974,-2.064821,103.547732,-2.064821,-2.141977,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690763.991593,6.831818,21.139630,34.320270,0.106762,0.547157,1.332967,-2.064784,103.547732,-2.064784,-2.141962,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690764.091731,6.831818,21.139630,34.320270,0.106762,0.547157,1.332967,-2.064784,103.547732,-2.064784,-2.141962,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690764.191521,6.831818,21.139630,34.320270,0.106939,0.547155,1.332952,-2.064704,103.547732,-2.064704,-2.141928,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690764.292035,6.831818,21.139630,34.320270,0.106983,0.547154,1.332948,-2.064684,103.547732,-2.064684,-2.141920,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690764.391761,6.831818,21.139630,34.320270,0.106986,0.547154,1.332948,-2.064682,103.547732,-2.064682,-2.141920,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690765.191047,6.798299,21.146584,34.388909,0.120260,0.498737,1.332897,-2.010892,103.058768,-2.010892,-2.089210,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690765.291285,6.798299,21.146584,34.388909,0.120313,0.498737,1.332892,-2.010866,103.058768,-2.010866,-2.089199,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690765.692532,6.763928,21.151039,34.467280,0.127607,0.448289,1.332874,-1.961233,102.601717,-1.961233,-2.040531,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690765.789742,6.747084,21.152253,34.504181,0.129450,0.423182,1.332871,-1.938872,102.394149,-1.938872,-2.018607,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690765.889126,6.747084,21.152253,34.504181,0.129450,0.423182,1.332871,-1.938872,102.394149,-1.938872,-2.018607,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.091633,6.747084,21.152253,34.504181,0.129578,0.423182,1.332859,-1.938806,102.394149,-1.938806,-2.018577,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
2,1,1787690766.191844,13.741298,38.736956,87.734038,0.092116,0.583228,1.816095,-3.646841,129.776216,-1.929563,-3.726137,0.000000,3.000000,56.488259,46.310786,45.985752;-3.762635;3.980221
1,3,1787690766.291220,13.741565,38.736894,87.735740,0.092334,0.583746,1.816092,-3.647476,129.781973,-3.647476,-3.726775,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.391300,13.741565,38.736894,87.735740,0.092194,0.583744,1.816085,-3.647422,129.781973,-3.647422,-3.726751,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.491476,13.741565,38.736894,87.735740,0.092180,0.583744,1.816084,-3.647416,129.781973,-3.647416,-3.726749,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.590955,13.741565,38.736894,87.735740,0.092066,0.583743,1.816078,-3.647372,129.781973,-3.647372,-3.726729,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.791087,13.764854,38.731947,87.774924,0.111192,0.628674,1.816070,-3.705707,130.295284,-3.705707,-3.784505,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.889228,13.764854,38.731947,87.774924,0.111119,0.628674,1.816066,-3.705673,130.295284,-3.705673,-3.784490,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690766.991271,13.764854,38.731947,87.774924,0.111075,0.628674,1.816063,-3.705653,130.295284,-3.705653,-3.784481,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.191802,13.777825,38.729641,87.802445,0.119157,0.653546,1.816058,-3.739386,130.590512,-3.739386,-3.817901,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.291858,13.786892,38.728197,87.810866,0.124047,0.670877,1.816056,-3.763523,130.800877,-3.763523,-3.841807,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.391290,13.786733,38.728221,87.811833,0.123938,0.670573,1.816054,-3.763082,130.797150,-3.763082,-3.841377,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.491127,13.786733,38.728221,87.811833,0.123862,0.670573,1.816049,-3.763043,130.797150,-3.763043,-3.841360,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.691410,13.802761,38.725634,87.797113,0.132275,0.701108,1.816043,-3.807061,131.179425,-3.807061,-3.884975,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690767.791547,13.802761,38.725634,87.797113,0.132275,0.701108,1.816043,-3.807061,131.179425,-3.807061,-3.884975,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.191645,13.837867,38.718478,87.729640,0.153876,0.767598,1.816025,-3.910831,132.073106,-3.910831,-3.987858,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.291938,13.837867,38.718478,87.729640,0.153807,0.767597,1.816019,-3.910786,132.073106,-3.910786,-3.987839,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.491437,13.853720,38.714426,87.698933,0.165329,0.797477,1.816016,-3.961217,132.503157,-3.961217,-4.037836,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.691383,13.881096,38.706130,87.641812,0.187592,0.848896,1.816007,-4.053698,133.285532,-4.053698,-4.129571,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.791372,13.881096,38.706130,87.641812,0.187503,0.848894,1.815997,-4.053624,133.285532,-4.053624,-4.129542,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.891169,13.881096,38.706130,87.641812,0.187478,0.848894,1.815994,-4.053604,133.285532,-4.053604,-4.129534,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690768.991267,13.881096,38.706130,87.641812,0.187478,0.848894,1.815994,-4.053604,133.285532,-4.053604,-4.129534,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.091951,13.881096,38.706130,87.641812,0.187383,0.848891,1.815983,-4.053524,133.285532,-4.053524,-4.129502,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.190409,13.881096,38.706130,87.641812,0.187383,0.848891,1.815983,-4.053524,133.285532,-4.053524,-4.129502,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.292492,13.881096,38.706130,87.641812,0.187287,0.848889,1.815972,-4.053444,133.285532,-4.053444,-4.129470,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.391774,13.894226,38.701531,87.613795,0.199087,0.873482,1.815970,-4.100355,133.679099,-4.100355,-4.176009,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.592139,13.904448,38.697665,87.592449,0.208726,0.892597,1.815965,-4.138027,133.993839,-4.138027,-4.213405,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.692276,13.904448,38.697665,87.592449,0.208726,0.892597,1.815965,-4.138027,133.993839,-4.138027,-4.213405,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.792009,13.904448,38.697665,87.592449,0.208643,0.892594,1.815954,-4.137947,133.993839,-4.137947,-4.213373,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.892080,13.904448,38.697665,87.592449,0.208643,0.892594,1.815954,-4.137947,133.993839,-4.137947,-4.213373,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690769.991653,13.904448,38.697665,87.592449,0.208560,0.892591,1.815943,-4.137867,133.993839,-4.137867,-4.213342,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.091728,13.913337,38.694103,87.574477,0.217297,0.909198,1.815942,-4.171505,134.273547,-4.171505,-4.246725,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.191478,13.921578,38.690640,87.558925,0.225646,0.924579,1.815941,-4.203406,134.537824,-4.203406,-4.278386,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.291084,13.921578,38.690640,87.558925,0.225592,0.924577,1.815933,-4.203348,134.537824,-4.203348,-4.278364,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.492522,13.933444,38.685388,87.538418,0.237994,0.946697,1.815929,-4.250476,134.926713,-4.250476,-4.325161,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.591293,13.933444,38.685388,87.538418,0.237973,0.946696,1.815926,-4.250451,134.926713,-4.250451,-4.325151,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.691659,13.933444,38.685388,87.538418,0.237973,0.946696,1.815926,-4.250451,134.926713,-4.250451,-4.325151,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690770.891533,13.933444,38.685388,87.538418,0.237903,0.946693,1.815915,-4.250371,134.926713,-4.250371,-4.325120,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
1,3,1787690771.091168,13.944957,38.680281,87.556065,0.249675,0.968129,1.815902,-4.297111,135.310901,-4.297111,-4.371577,0.000000,3.000000,0.000000,0.000000,0.000000;0.000000
